제목,내용,게시자,게시날짜
해피 추석이다,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 빈지노 왔을 때 한 2곡 빼고 애들 다 몰라서 갑분싸였음 ㅋㅋ 사실 나도 몰랐음 ㅋ 로봇 청소기 로봇청소기 샀음! 애가 부끄러워 해서 사진 제대로 못 찍었음 ㅠㅠ 예전 1세대 로봇청소기는 되게 별로였는데 역시 기술의 발전은 대단해... 청소 엄청...,시뚱이의 하루,2023.09.29.
Jeju Summer Vacation ️,ㅋㅋㅋ근데 민속촌 버스 저기로 타는 건데 냅다 조수석 문 열어서 갑분싸 돼버림 ;; 기사님둥절 °ࡇ° 호텔에서 자다가 5시쯤 나가서 물놀이 야무지게했다. 호텔 수영장 노을뷰 이렇게 예쁘기 있어~~?ㅠ!!..♀️ 유행하는 건 꼭 다해봐야 적성이 풀리는 사람들 저거 한다고...,Iurhope,2023.09.29.
어김없이 찾아온 넌 같은 계절을 살아가지,앞으로 똑같은 실수는 하지 않겠어 혼밥이 좀 갑분싸인 매장이면 어떡하지 하면서 OO냉면 혼밥 이렇게 검색해보고 그랬는데ㅋㅋ 막상 들어가니까 너무 환대해주시고;;; 키오스크로 주문하고 앉아있으면 패스트푸드 속도로 나와서 호로록~~~하고 나올 수 있었다. 숙경마미랑...,fakeit tillyou makeit,2023.09.29.
이러한 상황일때 다들 어떻게 하시나요,처음으로 이렇게 글을 써올려보네요.. 개인적으로 글을 써서 올리는 공개 공간이 있습니다 하지만 그 공간에 돌아가신 아빠에대한 그리움을 올려두었어요 명절연휴가 되니 본가에 오고 더욱 그리움이 크게 다가오더라구요 문제는 이번 개인공간에 올린 글이 아빠 장례식에...,코리안매니아 - 우울증 조울증 조현증 환우 커뮤니티,2023.09.28.
엄마가 나의 아저씨를 보고 있다,날짜 나오면 말해라 (갑분싸) 아재: 너 엄마 죽기 전까진 회사에 붙어 있어야 된다... 불쌍한 울 엄마 조문객이랑 화환 쪽팔리지 않을 만큼은 채워야지 너까지 백수돼서 집 기어들어오면 안된다 라는 장면 어제부터 농담 아니고 5번째 반복하고 있음 이 장면만 보고 그냥...,0000,2023.09.28.
[ Tulancingo Hidalgo] 별안간 내 친구의 집은 어디인가 찍고옴,마침 아부지가 나 어제 망고 조아한대서 망고주스 사오셔서 짜잔~~ 하시는데 여권분실로 이미 온 집안 갑분싸 된 상태였고..... 여권 잃어버린 것도 죽고시픈데 손님 왔다고 이것저것 준비해주신 집안 분위기 줄초상 만든 것도 죽고시펐음ㅋㅋ^^ 아무래도 버스에서 잃어버린...,T米archive,2023.09.28.
나는 새롭게 떠오른 외로움을 봐요,무개 그냥 코앞 두근 두근 아 옆에 너랑나 분장 하고온 남덕 있어서 진짜 갑분싸 ; 시끄러워 죽는줄.. 홍대 카타코토 밥집! 눈여겨 보던 곳이였는데 오픈 시간 살짝 넘겨서 도착 했는데도 사람이 정말 많았다 주문 방법도 가만히 있으면 주문 하러 오신다..! 몰라서 옆에 혼자...,프롬유징,2023.09.28.
29,ㅜ 실제 내 시야 … ㅂㄷㅂㄷ 11시 … 축제 후유증 다리 힘 풀림 추석 끝나면 다시 운동 다닐게요 .. 히히 ㅋㅋㅋㅋㅋㅋㅋ 미치겟움 ㅜㅜㅜ 자존감 치솟게 맹들어주네 이러고 1분 동안 채팅방 갑분싸댐 ㅜ 그래두 사랑해 승연아 쫑쫑이 생일도 무진장 축하 ! ! 즐건 한가위 되세용,⠀,2023.09.28.
"유럽여행 플릭스 버스 연착, 개망한 썰 3개","9시 출발 버스인데 제가 숙소에서 9시에 나오는 걸로 착각해서 놓쳤어요^0^ 버스 놓쳐서 친구랑 갑분싸 됐어요 여행하다 보면 이렇게 시간 계산 실수할 수 있으니, 같이 여행하는 사람들도 다 같이 더블 체크하고 챙겨줘야 합니다! 어쨌든 저의 불찰이니 부랴부랴 다음...",BLUEHOUR BOULEVARD,2023.09.28.
12인 하면서 느낀점,"사과매크로 필수 (중요) 방분위기 갑분싸 곱창 될 때 많음 2. 잘하는 악세 3~4개 정도 있으면 좋음 방에서 악세 겹칠 때가 많으니 그때를 대비 3. 기본기 중요 악세빨 악세빨 하는 12인이지만 기본기 약하면 상대하기 쉬움, 기본기 탄탄한데 악세까지 사기면 상대하기 진짜...",겟앰프드 콤보수록 카페 -겟콤카 [겟앰프드 No.1 게임 커뮤니티],2023.09.28.
100-18 갑분싸,https://m.blog.naver.com/julan76/223223710717,인생성장학교 책강대학,2023.09.28.
100-18 갑분싸,"이런 상황인데, 엄마의 뜬금없는 팩폭은 갑분 싸가 되기에 충분했다. 겨우 맥주 한 캔을 비우고 집에 가자고 했고 말이 떨어지기 무섭게 지아랑 나는 따라나섰다. 인사를 하고 집에 와서도 소파에 앉아 한동안 아무 말도 않는다. 그러더니 시누에게 전화해 내일 오지 말라는...",정말 최선을 다해봤니!,2023.09.28.
먹태깡 1봉 12500원 농심 주가 잘나가는 이유,갑분싸 또 지 자랑질 하는 예슨김교수입니다. 추석 연휴 아침부터 말이죠. 농심은 사실 한때 망할 뻔했던 회사였습니다. 1970년대만 해도 라면의 원조는 삼양라면이었거든요. 그래서 농심의 영업사원들이 라면을 가게에 가져가면 가게 주인들이 잘 안 팔리니까 받지...,예슨킴 백억정보,2023.09.28.
크리스티안 짐머만 내한,짐머만의 선율이 절정에 치닫을쯤 롯데 콘서트홀은 그야말로 갑분싸 .... -__ 기침이야 어쩔 수 없다 하더라도 핸드폰 소리는 좀 안났으면.... 사실 어떤 곡을 연주할지는 아직 모르지만 뭐 피아니스트들의 피아니스트이신데... 이번에도 엄청난 무대일 것은 분명하겠지!!,푸가전주곡,2023.09.28.
런다이어트캠프 재입소(D+20~21) - 배신자들의 모임 / B반 반 모임 / 레오쌤과 노아쌤 금품갈취(?)의 현장...,"하면 갑분싸 돼서 그냥 감사하다고 함... (밈 이해를 못 하는 사람들을 위한 짤) 소다 언니랑 같이 보문호 사부작사부작 걸었다 운동 잘못한 건지 왼쪽 엄지발가락이 너무 아프다 요즘 몸이 망가지고 있는 것 같다,,, 그냥 부서질 때까지 운동하다가 장렬히 전사하련다 오후...",지또띠의 하루살이,2023.09.28.
[내돈내산] 마산어시장 회 맛집 : 고성자연산횟집,"갑분싸... 그러고는 잠시 뒤 다른 여자분C께서 접시를 거의 던지다시피 하면서 ""준다 한 거 알아서 줘요. 뭐 안 줄까 봐 그리 보채요????"" 라고 하셔서 ""저희 한번 밖에 안 물어봤어요.."" 했더니 알아서 다 ~ 줄 텐데 궁시렁.... 계속 짜증냄... 제가 너무 화가 나서 ""그렇다고 손님...",푸치는 모해?,2023.09.28.
에밀리 파리에 가다 ▶2X02 영어표현 정리 ▶Do you know to way to St. Tropez? ▶스크립트,생트로페에서 생긴일 ✓ 갑분싸 girls party가 된 상트로페. 카미유와 불편한? 여행을 하게 되는 에밀리와 민디. ✓ 샹페르의 홍보가 잘 되는지 찾아간 레스토랑 사장은 알고보니 실비의 남편. 실비. 니가와 왜 거기서 나와...,yOung.Anie 의 친절한 찐 영어,2023.09.28.
육아어플 럽맘 육아정보 필수 어플,"있어요~ 갑분싸 우리아이 자랑타임도 하구요ㅋㅋㅋㅋ 리뷰ON 리뷰on 이기능도 참 맘에 들었었는데요~ 조리원이나 산부인과 알아볼때 후기를 이쪽으로 많이 봤었어요~ 지역별로 산부인과, 소아과, 조리원 등등 후기들이 많더라구요~ 인터넷보면 광고글이 많아서 싫었는데...",정기복씨의 먹고 자고 생각하고,2023.09.27.
Ep2. 엠티에 관하여,오우씻 이런 수재가 우리과라니 친하게 지내자 너가 누나해 이러고 놉니다 ㅋㅋ 엠티 미션 피구도 했는데 후배님 얼굴 맞춰서 갑분싸… 진짜 진짜 진짜 도망가고 싶었어요 학교에서 마주칠 때마다 너무 죄송함.. 친구들이랑 다같이 바다도 빠졌습니다. “다같이 들어가자!”...,tlsdndragon1933님의블로그,2023.09.27.
이것쩌것,갑분싸..... 바지 폼 미쳣다 비 이슈 ;; 까눌레 받으러 또 온거 아님 헤헿 피크닉~~ 다들 더 추워지기 전에 세병호를 가시길..왜냐 너무 시원하고 좋그든요 일본가거싶다.... 일본대신광주옴 크런치버터추천⭐️⭐️ 영철이는 잘못이 없어.. 마라탕과 공차 덕분에 경기는...,ゝ。∂）,2023.09.27.
신조어 스터디 챙겨야할 것 여러분께 공개해요,"예를 들어, 플렉시타리언, 스노브 혹은 갑분싸 같은 단어는 최근에 생겨난 신조어들로, 이를 알고 있다면 사회적인 대화에서 더 적극적으로 참여할 수 있습니다.따라서, 신조어 스터디를 할 때는 다음과 같은 방법들을 고려할 수 있습니다:1. 신조어 사전 확인: 인터넷이나...",tallpoh300님의블로그,2023.09.27.
평화로운 나날이라고 하면 믿어,진짜 ㅜ 다시봐도 어지럽다 시리 갑분싸네 ㅜㅜㅜㅜㅜㅜ 뭔데 너…곁에 있어준다 아이폰밖에ㅜ없다 다시봐도 토나와 ㅜ 이것도 내 기억 소멸.. 집에가자 애들아 근데 나 폰은 또 왜이래 ;; 재밌었으니까 그러면 된거야 지겨워 또 흘렸네 촬영 들어왔는데 이거 입고...,熙선집중_,2023.09.27.
내가 대상포진 환자라니,아뇨 대상포진 걸려서 너무 아파서 쉬었어요 갑분싸.. ㅎ 출근해서 일은 할 수 있을 정도의 상태였는데 하루종일 앉아있으니 퇴근할 때 쯤엔 수포부위가 쓰리고 아팠다 그 특유의 바늘로 찌르는 것 같은 통증 정말 싫다 피부과 가서 주사맞고 광치료함 1층에 있는 약국에...,산책 일상,2023.09.27.
왜 그렇게까지 해,"지금까지 손발 짝짝 맞게 자투리 시간 모아가며 최고의 협업을 보여줬는데, 갑분싸가 되었다. 자. 누가 발표할 것인가? 발표하라는 채팅은 모두 확인했는데 아무도 누가 발표할지에 대해서 언급이 없었다. 드디어 조별 과제 눈치게임이 시작된 건가, 폭탄은 누가 가지고 있고...",수정이 집,2023.09.27.
☁️,외침 하 아싸의 갑분싸만들기..ㅜㅜ 그리고 홍삼무랑 고현수 공연보러 홍대입구역 감 우리 진짜 목 나갈정도류 응원해줌 수현이 울더라.. 그리고 수현맘 수현댇 뵙고 우린 육회남녀됨 홍승우 지꺼 다먹고 내꺼까지 다먹었어 쓰껄.. 복수로 턱 사진 넣음 ㅗ 에헿켁ㅋㅋ...,jelvgdfrvr,2023.09.27.
뉴진스가 노래는 잘뽑는데 다크한 노래에 잘어울리까 걱정도 있음,잘할거같긴한데 밝은 소녀이미지라 . 겜판오프닝은 잘모르겠음 DJ khalid 도 옵치판와서 갑분싸였다고해서,가재맨 공식 팬카페,2023.09.27.
"[ㅃ] 고전밥 수업 끝나고 밥 먹는데,",다꽝 드립쳤다가 약간 갑분싸 만들었음ㅠ.,원신 공식카페,2023.09.27.
"Day 9 버킹엄 궁전 교대식, 플랫 아이언, 포트넘 앤 메이슨, 메종 베르토, 스카이가든","하고 살짝 킹받지만 갑분싸 방지를 위해 참고있었음(대반전 뒤에 나옴) 말랑따끈 식전빵 여기는 식전빵을 따로 주문해야 한답니다 그치만 맛있으니까 꼭 시키길 권장합니다 이게…가스파초였나 암튼 상큼한 요거트+오이 느낌의 베이스에 마늘, 딜 등이 풍미를 더해주는...",두락이네,2023.09.27.
시루의 귀염 터지는 일상과 서울펫쇼 입성기(9/14~,시루쫘식은 화장실에 데려다 놨을 땐 쉬야도 끙아도 안 하더니 화장실에서 나오자마자 갑분싸~~~~~~~~~~~~~~~~ 갑자기 분뇨를 싸질렀다^^! 대체 어떤 인생을 살아오신 거예요 황정민씨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쉬야 한 번 갈기고 응가도 한 번 갈기는 장튼튼 방광튼튼 갱얼쥐...,단상모음집,2023.09.27.
10월2일 임시공휴일...사장님이 연차소진하라고 하셨네요 힘드네요 ㅋㅋ,아 사장님~ 기분좋게 쉬어요~ 갔다와서 열심히할게요~~ 이런말 하려다가 또 갑분싸될까봐 걍 항상 입을 다뭅니다;; + 사장의 부당 지시 그대로 이행하면 근로자들이 저한테 와서 따집니다.. 왜 자꾸 내가 총대매야 하는거야 ㅠㅠ,경리나라 - 회계.경리 커뮤니티 No.1,2023.09.27.
8월 31일 찐 뉴비 각성자 뽑기 체험..,덱에 요세 고심이 많아지는 아직은 월과금만 한 초보 입니다... ㅠㅠ 총알도 80장밖에 없고 각성자 뽑기하다 갑분싸 될거 같아 간만 볼까햇는데.. 어제 용기 주시는 말을 듣고 오늘 도전해서 50장만에 나왓네여 성공했어여 ㅠ,랑그릿사 공식 카페,2023.09.27.
김세헌(EVE) & 네미시스 조인트 라이브 콘서트 후기 (23.09.16/토) 웨스트 브릿지 라이브홀,"이브의 곡 기억의 끝에서, 러버 등이 나왔는데 그러면 나 들어가야 해!라는 노승호의 대답에 객석은 당황의 웅성웅성에 웃겼는데, 사실 one을 외치고 싶었는데 갑분싸 될 것 같아 참았다. 잠깐 고민을 거듭하더니 합주를 해보진 않았지만 서로 가능하다는 싸인을 주고받으며...",오늘은 이만 쓸게요,2023.09.27.
급 경주 여행☁,그래도 기모노 입고 기분은 다 냈음ㅋㅋㅋㅋㅋㅋ 이 불편한 걸 어찌 입고 다닌대 저녁으로 요렇게 주셨다 ㅎ.ㅎ 맛은 있네요 옆에 가족분들 싸우는 거 보고 분위기 갑분싸 되벌임 ㅜ.....ㅋㅋ 우히히 저녁 먹고 쉬다가 야식 ~~~!~!~!!~!~ 영상도 찍었지만 그건 진짜 진짜 갠소용..인...,지수 일기장,2023.09.27.
창원 아이폰스냅 ㅇㄴㅇ 촬영 후기,"스냅 촬영은 잡아놨지만 DVD를 안 해놨는데 그럼 축가, 축주 등이나 중간중간 영상 필요한 곳은 어쩌지 식 한 달 전쯤이었나 급 갑분싸하다가 아이폰스냅을 알게 됐습니다. 그리고 인스타에서 검색해서 알게 된 ㅇㄴㅇ월은 작가님께서 두 분이라 영상, 사진 촬영을...","경남결준비-(창원웨딩,진주웨딩,김해웨딩)-결혼준비",2023.09.27.
영어 이야기. 요즘 말끝마다 도(though) 하는 이야기가 들리는데 젊은사람들이 쓰는말인가?,"I wanna help you, I can't though 뭐 이런식으로 예전이었다면 I wanna help you, but I can't 라고 했겠죠. 갑분싸 영어 블로그가 되는 ㅋㅋㅋ 혹시 또 생활하다가 재미있는 영어 이야기가 있으면 한번 해보겠습니다. 이러면서 영어 배우는거죠뭐 ㅎㅎㅎ",밴쿠버 사는 4인 가족 이야기,2023.09.27.
[구몬완전국어] 복습없이 진행 D단계 진도 겹문장이란?,오늘 포스팅은 갑분싸로(제게는) 튀어나온 겹문장에 대해 써보려고 했는데 서론이 너무 길어졌네요 글의 내용 파악을 위한 학습으로 C 단계에서 주어부와 서술부를 구분하는 학습을 했고 D 단계에서는 겹문장에 대해 학습해요 겹문장은 주어부와 서술부가 두 개 이상...,프카네 이야기,2023.09.27.
제목정하기가 젤 어려운듯 !,"갑분싸이긴한데 요즘 이게 너무 먹어보고 싶음. 맛있어 보이지 않은가요..? 오늘도 열심히 운동했구요! 요즘, 제 단짝 친구 바나나 입니다 몰랐는데 바나나가 다이어트에 참 좋더라구요 ~~ 그리고 자랑하고 싶은게 하나 있는데요 !! 제가 06.25 ~ 지금까지 다이어트와 운동을...",wosus_님의 블로그,2023.09.27.
개강개강개강,드뎌 교환학생 합격...하...고생했다 내자신 뉴욕에서 1년..너무나 기대가 됩니당❤️ 긱사에서 정재연이 없어도 잘 챙겨먹어요^^ 혼자 미역국도 끓여먹음 ㅋㅋㅋㅋ 주변에서 이것저것 먹으라고 배송도 시켜줘서 든든합니다용 입술자랑... 지하철에서 누가 갑자기 틴트...,:-),2023.09.27.
나솔 현숙이요 남자였으면 욕 심하게 안먹었을것같아요 ㅋㅋㅋ,"코스도 그지같이 짜, 이상한 애교부려 갑분싸 만들어... 분위기는 다 어그러지고 이 와중에 현돌이가 영순이한테 내가 역으로 갈게 잠깐 보자! 했다면 이정도로 욕을 먹었을까싶어요 ㅋㅋㅋ 물론 이중약속이네 뭐네 욕 먹었겠지만 현돌이 상남자다 직진이다 정돌이 버려 요런...",카페 파우더룸 [ 화장품.뷰티.쇼핑.일상 ],2023.09.27.
이젠 적응된 듯해 | 일본교환학생 8월 3・４주차,"하하 토너먼트라 다음날 시합도 없어지고,,,, 그냥 호텔 예약한 사람들 된거임 갑분싸 되었지만 어쩌니~ 이미 일어난 일들인걸~ 그래서 밥이나 먹으러 감 횟집? 이었는데 난 회 싫어해서 고기덮밥묵음! 근데,,, 고등어구이도 있길래 저거 먹을껄,,, 하고 살짝 후회하긴 했지만...",逃げるのは恥ずかしいけど,2023.09.26.
내가 치루라니 13편 (수술 11~12일차_두 번째 외래),"갑분싸 체온 측정 생리도 끝났고, 염증이 문제였다면 지금쯤 내 체온은 어떨까 궁금해서 측정. 37.3도네? 진짜 나 기초체온이 높나 봐.. 열감은 여전히 제로.. 어제 사둔 서브웨이 30cm의 반 쪽. 전자레인지에 2분. 악! 겁나 뜨겁다. 들고 먹을 수 없어 나이프와 포크를 사용했다....",의욕이 넘쳐흐르는 친구,2023.09.26.
진짜 별별글이 다 올라오네요ㅋㅋ,"- 글작성시, 배민, 쿠팡이츠, 요기요, 보험, 사고, 오토바이, 정비등등 게시판 준수 부탁드립니다. (상습적인 게시판규칙 미준수 행위 제재합니다.) - 글제목에 특수문자나 이모티콘 사용금지입니다.(과도한 !,?,초성어등 관심유도행위 절대 금지) ---------------------------- 진짜...","배달세상 :: 배달대행, 쿠팡이츠, 배민커넥트,카카오퀵,퀵서비스",2023.09.26.
[삿포로 일상] 회사에서 몽총이에게 시달리고 주 3회 한식 먹기,손님이 오셨다거나 걍 조용해야 할 상황에서도 너무 목소리가 크니까 사람들 다 걔 쳐다보고 갑분싸 됨☠ 누가 뭐 설명해 주는데 왕 큰... 보고함^^ 갑분싸되고 걘 여전히 댕청하게 ㅇㅅㅇ?하고있기^^ 사람이 이렇게까지 바보일 수도 있구나를 느낌 9. 식당에 전화해서 우리...,⋆ 。゜☁︎ 。⋆ 。゜☾ ゜⋆,2023.09.26.
두돌선물 아기배변훈련땐 더마더 유아변기커버 발디딤대 수도꼭지연장탭 삼총사,분위기 갑분싸 호텔급 오호호! 마음이 급하면 실패하기 마련입니다 ! 우리 아이들의 신호를 잘 관찰하고 신호에 맞춰 우리아이들이 편하고 안전하게 잘 사용할 수 있도록 최적의 공간을 마련해두는 것이 바람직한 부모의 몫이 아닐까 싶은데요 그중에서도 배변 훈련 준비물...,다둥이맘의 달달한 행복여행♡,2023.09.26.
내가 ㅈㄴ 싸패냐? 30대 여직원도 거기서 거기 같응데,https://youtube.com/shorts/Lf8K0KbZVOk?si=HYUxlxfOgAArvAxu 물론 임신은 축하할일 맞지만.. 공과사 구분 못하고 눈치없어보임 이 댓글 공감가서 ㅇㅇ,리그오브레전드 한국커뮤니티 - LoLKor,2023.09.26.
지적 대화를 위한 넓고 얕은 지식(8),"""물은 산소와 수소의 화학적 결합물입니다.""라고 한다면 갑분싸가 될 것이다. 여기서 볼 수 있는 것이 화용론이다. 우리 일상에서 화용론은 더 중요하고 유용하게 쓰이는 것 같다. 특히 사회 생활하면서. 이 책을 통해 8개의 독후감을 작성했다. 책을 읽으며 느꼈던 감정과...",22전략을 통해 뇌 최적화를 시작하는 투투독서 PT룸,2023.09.26.
"[33~35주] 햇님일기(막달검사, 분만상담, 산후도우미 신청, 유모차 구입(부가부 비6), 산전마사지, 맘마존...","전부터 엄청 가고싶었던터라 기대기대 하지만 오픈한지 얼마안돼서, 런치 안된다기에 갑분싸,,ㅎ 일주일 뒤엔 된다며.. ㅎ 그래도 왔으니 먹어유~ 요기 빵이 그렇게 맛있다면서용~~ 맛나더라구요~~ 나온 메뉴들✨✨ 여기는 메인메뉴를 시키면, 사이드가 두개씩 두둑하게...",심심해서 시작해보는 블로그,2023.09.26.
후루꾸 문답,근데 다정을 정의내리기 어려워~ 내 드립을 잘 받아주는 사람 사실 내가 내뱉는 말의 80%는 밈인데 갑분싸 만들면 안댐....우웅.... 18. 생애 최초의 기억은? 동생 돌잔치 돌잡이 하기 전에 뒷방에서 준비물 정리하고 있는데 내가 그 상에 올려져있는 만원 집은 기억..ㅋㅋ (다시...,데굴데굴 잘도 굴러가는,2023.09.26.
페디 실시간 상황,20승못해서.. 삐져서.. 숙소로돌아감... 비온다 페디형 파전에 막걸리 한잔해 오늘고생했어 우리는 페디형만나서 살아난거같아 고마워!,V12를위하여 응원하는 기아타이거즈,2023.09.26.
형님들 여자친구한테 밤늦게 놀다 들어오면 집 들어왔다고 톡 보내놓나요?,밤에 동성친구들이랑 집앞에서 맥주까서 노는 와중에 여자친구가 먼저 잔다고 카톡 보내놓으면 굿바이 인사하고 다 놀고 집 들어왔다고 카톡 안 보내놓으면 갑분싸인가여?,●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,2023.09.26.
|코난 약수위 상황문답| 술에 취해 딥키스 ver. 아무로 토오루,후에 갑분싸일 줄 알았는데 내가 떨어지려고 뒤로 물러나기 시작하자 그는 더 다가와 입을 다시 맞췄다. 이번엔 오히려 내가 더 당황스럽고 혼란스러운 상황이 됐다. 방금 했던 술 김에 저지른 행동과 달리 그는 진지했다. 몸이 굳어져 어쩔 줄 모르는 나를 보더니 작게...,.,2023.09.26.
"[단막극] 你好我们是欢喜天团 (니호아문시환희천단) - 왕예근, 천철, 고경진, 오아로 외 8-12화",저기서 금반지가 튀나옴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 확인키쑤도 해줘야죠 ㅋㅋㅋㅋㅋ 흐뭇하구나 ㅋㅋㅋㅋ 갑분싸 왠 혼례복이지? 했는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 남주 꿈이었고 아~음 ㅋㅋㅋㅋㅋ 둘다 잠이 안온다며 서성! ㅋㅋㅋㅋ 어쨌든 끝까지 함께하는거라고 이야기하며...,백화홍랑의 중국어세상,2023.09.26.
배생강대추청 핸드메이드 수제 차마시기,"좋아해요!!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 환절기라서 건강과 목아픔을 한꺼번에!!!!! 생각보다 맛나고, 스스로 만들고, 혼자 잘 마셨어요~ :) ㅋㅋㅋ 집이 갑분싸 전통찻집이 되어버린~ㅋㅋㅋ 파는 것보다 맛나는건 안비밀이요!!!",RiNA's Coffee : ♡,2023.09.26.
"오페라의 유령 후기(전동석, 송은혜, 황건하/샤롯데씨어터 1층 2열 30 시야)",송크리 올아이의상없어서 손크리로 1막) All I Ask of You 이 사진은 현재 내 배경화면 2막) Masquerade / Why So Silent 요정옷 입고 파티하는 도중 유령갑분싸장면 2막) Point of No Return 손크리 송크리 포노리 너무 다르다 둘 다 다르게 좋다는 뜻 이번에 송크리도 볼 수 있어서...,胡蝶之夢,2023.09.26.
Track.10 After a storm comes a calm,"난 하나도 안 웃겨"" 이래서 갑분싸 되고 시무룩하게 집 들어간 이슈가 있었음 근데 그렇게 말한건 지금 생각해도 너무했단 말야. 개큰사과는 받았지만 저 말 들었을 때 개그욕심여성으로서 아주아주 자존심이 상하고 눈물이 날 뻔 했었단 말야. 일하고 오는 선생님을 위해...",My Eternal Winter ❅ * ₊ ⋆,2023.09.26.
나참참~또 돌아온 일상 포스팅,아니면 갑분싸) 화장실 다녀온 가현이와 함께 음식도 같이 나옴 농동미나리 웨이팅 맛집인데 맛있는데.. 뚝배기 아닌건 선넘는 것 같아요(당당한 국밥충 발언) 근데 저 미나리 무침이 참 손이가.. 가현이가 앵무새 카페 갈래? 하길래 ㄹㅇ 앵무새 있는 카페인줄 알았던 나 ...,Love + Travel,2023.09.26.
남이섬맛집 할매춘천닭갈비 가평본점은 화해의 장소!,"근데 우리는 가기전에 친구 두놈이 싸워서 갑분싸,, 어찌자는건지 ~? ! 빨리 둘이 풀고 오라해도 안하고 ㅋ, 아휴 모르겄따 밥이나 먹으러 가자하고 지영이가 골라온 남이섬맛집 할매춘천닭갈비 가평본점에 갔따 여기서 먹은 닭갈비는 존맛ㅋ,, 아니 둘이 싸운거 맞냐 ㅋㅋ...",나무가 되어,2023.09.26.
대구연웨딩 플래너님과 시작한 결혼 준비,"위 사진처럼 카테고리마다 특전, 혜택들이 있어서 비교해 보는 재미가 쏠쏠함 상담만 받아도 상담 선물을 손에 쥐어주시고 계약을 안 한다고 해서 갑분싸되는 분위기도 아니니 아직 안 가본 분들은 가보셨으면 하는 마음이다 참여 업체들도 유명한 업체가 대부분이라서...",율이네 기억저장소,2023.09.26.
홍대 클럽 투어 후기,갑분싸 만들 순 없으니 춤을 같이 춰줘야 되는 건지.. 10초 가량의 고민 끝에 못 버티고 탈주함 안에서 봤을 때 출입구 바로 오른쪽에 조명 없는 어두운 곳이 있길래 거기 숨음 오.. 생각보다 괜찮고 눈에 안 띄는 느낌이었음 역시 빛이 있는 곳에 그림자가 있고 등잔 밑이 어둡고...,youn_g_young,2023.09.26.
강사님한테 너무 예의없는 회원,저희 새수반 상급반은 강사님이 두레인을 맡고 계시는데요 저는 주5일 듣고 빠른레인이고 그 예의없는 사람은 화목반 수강생이고 느린레인 1번이에요 사실 빠른레인 와도 1번하고 윗레인 올라가도 될 정도로 빠른거 같은데 본인이 우겨서 느린레인 있는 경우인데 평소에도...,"수영 코디카페 SHC(수영배우기,수영복,수경,수모,아레나,졸린)",2023.09.26.
시애틀 파이크플레이스 마켓 명물,"나서 갑분싸 자기네 사실은 우크라이나에서 왔다고 우밍아웃을 했던 웃지못할 헤프닝 어쨌던 국적을 떠나 맛이 있으니 한두개 사서 맛만 보세요 저희는 치즈, 감자, 소세지 등등 들어간것을 사 먹었어요 우밍아웃 러시아 빵집을 지나면 프랑스 빵집이 나와요 Le Panier...",하샌로라 하와이 샌프란시스코 로스앤젤레스 라스베가스,2023.09.26.
추석 맞이 특집 - 베나자 현지 사무실 위치 스토킹 하기,"사람이 말입니다. 심심하면 뭐든지 다 하게 되어 있습니다..ㅋㅋㅋ 저번에도 한번 언급 드렸습니다만, 곧 예정된 인사 발령 + 한달 진급 휴가 Critical로 매우매우매우ㅐㅁ우매애매무아닝 일하기 싫습니다. 으아아 일하기 싫어 그래서 오늘은 특집으로 베나자 현지...","베나자-베트남나트랑자유여행,베트남,나트랑,냐짱,맛집,마사지",2023.09.26.
"카이저님의 순이익 1,000만을 만드는 공간임대업 강의 후기",실전반 말고 1:1 코칭 밀착으로다가 한 3개 오픈하는 것까지 함께해주셨으면;;; 칭구가 보내준 23년 9월 빠리 갑분싸 파리 사진. 순 1000만원 현금흐름 만들고 저도 여유있게 유럽땅 함 밟아보고 싶습니다. 그게 카이저님의 수업을 듣고 이루게 되면 더더욱 좋겠네요!,풀 블룸 퀸즈서머가든,2023.09.26.
띄어쓰기없이말할게사랑인것같애 [아이유 팬콘서트 - ‘I＋UN1VER5E’ 아이유니버스 막콘 후기...,그냥 기본 인생네컷이에요 - 갑분싸 아넵 ! 감삽닷! 그냥 폰카나 찍자 싶어서 현수막 쪽에 왔다 살다살다 아이크들고 박혠이랑 사진을 찍네 시간 떼우기용 출사타임도 가져봄 얏호~ 비하인드 그렇게 존나 햇볕에서 놀다가 더워 지침.... 미쳨ㅅ음 그늘로 이동 중... 이샥끼...,Dive into you,2023.09.26.
9월 끗..가을임,먀웅탕이 마싯었다 중간에 싸우고 갑분싸됐는데 사장님이 내쵸정보고 서비스주심...! 못먹고 나온게 .. ㄹㅈㄷ 영탁온다는줄 알고 ㅋㅋㅋㅋㅋ 초큼 상났음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 화해하고 2차 ... 우리는 중간이 없니 왜 오중간을 노빠꾸로 만드는 인간 .. 3차 영노래...,☻,2023.09.26.
