제목,내용,게시자,게시날짜
[부산] 동구 초량온당 방문후기,"인절미꿀미니모스 / 7,000원 와 여러분 이거 ㅁㅊㄷㅁㅊㅇ,, 진짜 폭룡적 비주얼 아닌가요 ;;; 피스타치쵸미니모스도 사이즈가 장난아니었지만 얘는 전체적으로 둔기 수준으로 상당히 묵직했어요! 두께 또한 엄청 두꺼웠습니당 빵 겉면 크럼블 부분에는 인절미 맛이 나는...",빵소담; 소담 소담 빵소담 - 동네빵집 즐기는 사람들,2023.10.15.
"231014 전체적으로 손발이 지저분하고, 그 안무를 추고 싶지 않다는 생각이 들었어요.","그럴리가. ㄴ 응... 네엫... 찌릿찌릿찌릿찌릿. 19-22 전참 기부 놉 폭룡적 드리촬영,,, 그리고 이상한 피드백,,, 이상한 ... 이상한 애들 이상 현실",222Hz - 서울대학교 생활과학대학 춤동아리,2023.10.14.
[2023 BIFF] 관객서비스팀_티켓/안내데스크 CGV 센텀시티 신유진 활동일지,너무 웃겨요 우리 이쁜 예원이~ 밥 먹는 모습이며 예쁘게 말하고 정말 너무 사랑스러운 친구예요 신유진 배정화 티켓 인포 사내연애썰 ㄷㄷ 갑자기 와서 손을 주는 예원이 귀여워서 냅다 사진으로 남겼어요 ㅎ 마리끌레르 잡지 처음 봤는데 참 이제훈씨 용안이 이십니...,부산국제영화제 자원봉사자 공식 카페,2023.10.13.
오늘은 집에서 키쿠히메로 시작합니다.,혹시 착오 없으시라고...ㅎㅎ 아라바시리 2023년 버젼을 잔에 따라봅니다. 키쿠히메야 뭐 맛보장 보증수표와 같은 것! 예전의 폭룡적인 야생성이 줄어들어서 얌전한 공주님이 되었지만 그럼에도 역시 좋은 술입니다.,내가사케,2023.10.13.
최근 카리나 얼굴,"예쁜 건데 특유의 분위기가 있어 ㅇㅇ 더팩트뮤직어워드 앞머리 진짜 미치뉴ㅠㅠㅠㅠㅠㅠㅠ 신이잖아 사진 보면 ai 같은데 영상보면 그 ai가 움직이고 있어서 신기해 얼굴 너무 폭룡적 진짜 ai 비주얼 카리나는 신이에요.... 피망포커, 피망포커칩, 피망머니 24시간 상담가능!!",피망 포커(칩) / 넷마블(윈조이) 유저 정보공유방!!,2023.10.12.
동성로 돈까스 부드러운집 디귿 그리고 구슬아이스크림 쿠앤크맛 !! 더준데이,매주 더준데이에 출석하는 기분입니다만 펭귄이 타격감이 아주 좋고 구슬아이스크림 쿠앤크맛이있어요!!!! 진짜 맛있으니까 추천합니다 디귿에 두번째 메뉴 돈까스도 맛있어요 부드러움이 거의 닭고기 닭다리살입니다 크으,식도락대학,2023.10.11.
"36, 7기 (씹덕) 친구들~ 질문이 있어서 왔어요^^","우리 (씹덕) 친구들은 평소에 무슨 JPOP을 좋아하나요? 가수도 좋고 노래도 좋고 앨범도 좋고 다 좋으니 편하게 답글 달아주세요 혹시 여러분이 좋아하는 가수가 이번달 월간지에 실릴지도? 많은 답글 기다립니다~~ 아, 요아소비나 요네즈 켄시 유우리, 아이묭 같은 분들은...",한일고등학교 제36대 학생자치정부,2023.10.11.
여자가 체지방 35%나오면 다이어트 무조건인가?,163/62인데 내 체지방이 35%나와서 다이어트 필수인가 궁금 욕 거부 광고 거부 친한친구말로 너는 물에 빠져도 중심만 잡으면 안빠져죽으니까 수영많이하라고 비꼬길래 욕한사바리해줌,[비정전]다이어트/비만약/식욕억제제/지방분해/폭식증/식이장애,2023.10.11.
"(10,8)수업시연 + 과제안내","이떻계 이런 존안이...........,,,,,, 수민씨와 함께 기절하겠습니다,,, 그리고 나연씨에 이어 폭룡적 미모의 수진씨 캐릭터 피드백..(사실 뭐 크게 피드백을 하진 않은것 같네요..그냥 다 된밥에 콩나물같은 프릴을 얹어 보았습니당 (?)) 봐주셔서 감사했습니다 여러분.... ㅇ...",아트트리 아카데미,2023.10.11.
NiziU 공식 트위터 미이히 업뎃!,폭룡적 귀여움과 가창력을 갖춘 미이히의 리무진서비스 10월 30일! 한국 데뷔도 많이 기대해주세요,니쥬(NiziU-虹U) 대표 팬카페 '아이니쥬',2023.10.10.
아득한 미로 속에 갇힌 것 같아,하고 쭐래쭐래 따라갔는데 ㅁㅊ 폭룡적인 베이글이 날 꼬셔 ... 그래서 저도 모르게 홀린듯이 3개 구매했는데 사장님이 서비스라고 하나 더 고르라고 하셔서 저 베이글 4개 집어왔거든요? ㅋㅋㅋ 미리 얘기하자면 .. 저는 1개 밖에 못 먹었고 .. 다 먹어보지 못해서 너무...,love you 24/7,2023.09.30.
우리의 취미는 기대하는 것 -1,완전 제주도다 자라에선 본 5미터 화분 건물 안쪽이라 해도 없는데 폭룡적이었다 완전 성장캐임 피자 먹으러 갔어염.. 엠지답게 플래시터트리기 사실 나도 잘 모르는데 친구가 알려줌 요즘 유행 빡세다 가게에 노래가 너무 크고 구랴서 우리끼리 소근소근 여기 사장님 취향 좀...,mit der Zeit,2023.09.30.
9 2/2 안뇽허삽니까...,아 이 폭룡적인 고딩 뭐지? ㅋㅋ 참나 아 이고딩이랑 사궈고품 진짜미안압니다 이날 오반데 경영대 23같은 엄마는역시내편이구나 찌잉... 푸두와인이래 규비니가보내쥼 너무커여워 고마워요오오오 노맛(Hot Sauce) 충격적임 미원을 얼마나 넣은건지 감도 않잡ㅎ임. 노래방에...,⠀이제야 사랑을 알 것 같아,2023.09.30.
9월,너무 폭룡적이어서 홀린듯이 저장했어요 그… 하… 말을 아낄게요 “結婚してください” 학교에서 같이 자빈이 수련회 영상 보는 백합… 자빈아우리가너에게이렇게관심이많아 삼성라이온즈 힘내세요! @66pew 선주 없는 선주 생일파티를 했어요 선주 대타는 저였어요 얼굴에...,Gamza Archive,2023.09.30.
사랑해줘서 고마워! 줄여서 사고! ♥,"하니” 폭룡적인 맛 . . . 말차푸딩을 먹으러 갑니다 아직까지도 감동 심한 맛이엇음 ㅠ. ㅠ 언니가 푸딩을 입에 넣어주는 연상녀... 나의 천사여자, 선재언니를 만난 날이에요 오랜만에 만나서 너무 조앗고 (♡) 언니는 여전히 또렷하게 예뿌셨음 수택 으로 맛잇는...",inspiration,2023.09.30.
Wake me up when september ends,"9/7 모고 끝난 핑계로 긍빈이랑 데이트 82올리앤즈라는 식당에 갔어요 인테리어도 음식도 폭룡적이었음,,, 둘이 가서 메인2 사이드2 시키고 다 먹고 옴,,, 스토쿠 오랜만이었다 그리고 카페도 감 홍대로 넘어가서(긺또홍) 빈티지 쇼핑을~~ 은빈아~ 사랑해~ 이입 가서 무슨 술을...",louder than words,2023.09.30.
연휴준비,안녕흐세여 세미나 민폐녀 등장 어게인 아직 보는 중… 폭룡적인 귀여움인 것이다 이날 역학 끝나고 1시 수업인디 긱식이 줄이 멈춘거임 머가 안 나온 건지… 그렇게 20분 기다리다가 늦겠다 싶어서 후다닥 줄김밥 사 먹음ㅜ.ㅜ 돈은 돈대로 내고 기숙사식도 못 먹고 그...,✧。趙秀璘°₊·ˈ∗,2023.09.30.
[9월보고서]그래도 해야지 어쩌겠어요?,"채셨습니까...?) 09/15 총학 폭룡적으로 4시간 재실 skrr. 아동학대로 고발해주세요. ???: 너 아동 아니야 ... 그날, 내 세상이 무너졌다. 아직 촉법도 못해봤는데 어른이라니...! 정외1짱 최강짱짱과 서점 방문! <언젠가...세상은 영화가 될 것이다> 왜냐면 영화는 순수한...",김기죠 영화관,2023.09.30.
[9月] 기억의 편린.,도서관에 제법 폭룡적인 크기의 커피를 말아서 온 해온 씨. 편의점 벤티 컵임다. 코노에서 12000원 쓰는 여자 어떤데 ㅋ 하... 나사 빠진... 폭룡적으로 잠만 잔 하루... 계속 잤다 깼다 무한반복~ 하다가 최종적으로 10시 30분 넘어서 일어난 해온 양... 동욱 오빠와의... 달콤한 버블...,靑春,2023.09.30.
23년 9월 마지막,요새 버닝중인 쓰르라미 물론 제가 하는게 아니라 겜플영상입니다 나도 마이너한 무술을 익혀야겠다 저번엔 살이 좋지않게 빠져서 문제 이번엔 살이 폭룡적으로 쪄서 문제 캐안습 ㄱ-;; 둘이 같은 날 아님.. 맛있어서 며칠 뒤에 또 사먹은거임.. 긴팔의 계절이 다가왔다 너...,필연적인 너와 나,2023.09.30.
9 1/2 아이돌 남자친구와의 오사카 여행 타래.... 아주 천천히 이어집니다....,~~~~~ 진짜나너드동좋아미치겠네 와구 와구 와구 혁또잘 방에 폭룡적으로 귀여운 강하띠출몰!!!!! 아이돌 남자친구와의 오사카 여행... 메롱 혀키 아씨~~~~~~~~~~~~~~~~ 헉 커요미 이런씨 언니친구들이랑하는멤놀이러네 아 개쳐웃김 불도저 연하남 플러팅 미침 카꾸함 결 말...,⠀이제야 사랑을 알 것 같아,2023.09.30.
매니악 나사 빠진 것처럼... (뭐야 내 나사 돌려 줘요 ;;),너무 폭룡적이야 하지만 이겨내고 술 마시러~ 진짜 나는 연애보다는 연어다... 9/7 개강총회...! 이 주 전부터 열심히 대본 썼다는 그런~... 안녕하세요! 하자마자 모두가 웃어서 너무 부끄러웠어욤 허허 개강총회의 찐은 뒤풀이지 음하하 9/8 이시현 집에 불러서 집밥 맥이고...,나는 누가 살다 간 여름일까,2023.09.30.
☀️9월☀️,0903 아 존나 폭룡적이다 사커자는 건가 0904 제가 이 너구리 새끼랑 200일이라는데요? 징그럽다 마지막 스탭 알바 하러 갔는데 다... 뚝섬 좀 시원 해진 거 같기도 하고 확실히 평일이라 사람이 없었어요 뚝섬에 사는 냥이 쫄면♥ 개이다 요즘 왜이러지? 0905 헤헤 오늘...,ソヌピー,2023.09.30.
추석 연휴 잘 보내고 계신지요,저도 잘 보내고 있읍니다 가을은 날씨가 너무 좋아~~~ 근데 어제랑 그저께는 갑자기 ㅈㄴ 더워서 당황했음… 다들 달을 찍고 있길래 저도 찍었는데 역시 잘 안 나오네요 쇼츠에 떠서 봤는데 폭룡적인 비주얼에 압도당함… 탕후루 이딴 거 말고 치킨 덮밥 유행은 안 옴?...,하쿠나마타타타타,2023.09.30.
230930 이양천새 웨이보&사이트 업데이트,나 2020년 천새한테 또 반했다 얼굴이 어떻게 저렇게까지 폭룡적이지 잘생김 이렇게 과하면 벌금 내야 하는거 아니야? 천새야 오늘부터 내 추구미는 너야 이 사진 너무 좋아서 다 잘라옴 아니 진짜 너무 예쁘잖아 글 쓰는건지 읽는건진 모르겠지만 일단 저 분위기랑 천새...,ᴏɴʟʏ ғᴏʀ ᴊᴀᴄᴋsᴏɴ ʏᴇᴇ,2023.09.30.
あき☆〜（ゝ。∂）,옷 그만 살 거임 이제 오늘의 웃음 나의 어머니께선 검정치마를 자꾸 검정 고무신이라고 한다 0926 폭룡적 식사 오랜만에 모교를 방문했다 근데 맛이 좀 바뀐 거 같다.. 고쿠텐 존맛탱..;; 장국이랑 깍두기 미친놈 꾸아 라는 쌀국수 체인점 동네에 생겼길래 가봤는데 맛있다...,.zip,2023.09.30.
누군가를 위한 9월,개 폭룡적임 어렸을적 다녔던 유치원도 지나가 봤어요 전에 살던집도 구경하구요 헐. 귀여운곳 발견. 홀린듯 따라들어갑니다 잘찾은거같다 문이 안얄림 ^^ 돌아가려는데 뒤에 인기척있어서 보니까 어떤사람이 서있는거임 그래서 머쓱^^;하면서 하핫 닫혔네요 했는데 그분이...,꽃이 피고 지는 동안에,2023.09.30.
나는 평생 너의 궤도만을 머물테니,가사 레전드 폭룡적 갖구심 브릭백이랑 저거 ㅎㅎ 하 오승연의 토영 교수님 쉬는 시간도 안 주명서 풀강이 말이됨? 승환이형이 까까 사주는 거 처음 봄 기록적인날 별딱지 어쩔~~~ P->⭐️ 너무 귀여움!! 계속 보니까 정이 들었달까-. ㅋㅋㅋㅋㅋㅋ 머리는 출근해서 ^^ 밥...,海,2023.09.30.
달이 차오른다~ 가자지구의 팔레스타인 이슈에 대해 어떻게 생각하세요?,리코타치즈샌드위치 맛있는데 치즈가 너무 폭룡적으로 들어있어서 거북알 느낌으로 먹어야됨 마라탕 안 먹은지 한 달 개큰 성격파산자 될 것 같아서 결국 어떤 선택을 해버렸어요 우히! 평가원 문제 너무 잘냄 악마의 재능 너무 탐남 아무래도 교수님이니까 심리학자인...,Luftschloss,2023.09.30.
어느 찬비 흩날린 가을 오면,"언니 다리 이메다 그렇지 못한 뽀짝한 동기화된 브이>_< 이건 또 너무 폭룡적이세요.... 자꾸 이러면 언니 내꺼해야됨;;; 230924 SUN 여러분 쌀쌀한 초가을입니다 [사랑이라 말해요]를 보십쇼 뾰족한 두부, 심우주와 닳을게 없는 한동진의 애처로운 사랑이야기 딱 지금 날씨에...",US는 U의 복수형일뿐,2023.09.30.
51걸음..,폭룡적 걸음걸이 내일은 나갑니다. 약속있거등요... 한두시간 일찍 나가서 책 읽어야징 아 허리아프다~~! 벗 해피 #가을당근 #당근 #당신의근황,떼굴떼굴,2023.09.30.
"[7박 8일 태국 방콕 여행] 4일차- gmmtv,시나카린위롯대,왓포,왓아룬,아이콘시암,딸랏너이골목,홍씨엥콩",ㅎㅎ 흐어어어아아어어어어엉 엉엉엉엉엉 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 가다가 본 고양이ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진심 냥이들 폭룡적인 커여움 이게힐링이zㅣ... 날씨는 짱좋았다 약간 드라마에서보던 기도하는거?? 꽃놓여진거두 실제로 첨봣네 그리고 불상 도착쓰 딱봐도...,favorite space,2023.09.30.
#06 부끄러워하지 말고 당당하게 다시 시작해,그만큼 지옥이었던 매일이었습니다 집에 가는 길에 레이니 신곡 들으면서 차분해짐과 동시에 폭룡적인 주연 인스타에 대한 흥분감 끝나지 않는 이 여자의 더보이스 사랑... 근데 이 날은 특히나 더 무대하는 주연이에 대한 갈망. 더이상은 못참어 나만의 작은 주연영상회를...,⠀,2023.09.30.
9월 내 사랑이 이겨~,"저 폭룡적인 초록색은 저의 최애 커스텀 스벅 음료입니다 생일 쿠폰이 있으니 야무지게 써먹아줘야지요 진심,,, 이런 거 올 때마다 내가 이래서 사랑하게 된거지 싶음 오프닝 곡부터 오열한 여자를 아시오? 웅니가 행복해 보여서 나도 행복했어,,, 갔다 나오니까 또...",책은 네모,2023.09.30.
태도 대충 걸치고,☺️ (아직 위버스앱 설치도 안 한 살암..) 도영이가 도토리라 하는거 너무 귀여움…♀️ 400원 낸하~ 도블 400일인데 마침 집가는 날이라 르코어드파파에서 폭룡적으로 생긴 빵 사감 초코티라미수크로와상이랑 커스터드퀸아망!! 오랜만에 예절샷도 찍었다!! # 르코어드파파...,Yutopia✨,2023.09.30.
230925-231001,연휴 동안 가장 즐거웠던 시간이라고 봐도 무방 가슴이 뛴다 ㅁㅊ 비쥬얼 폭룡적 완전 열심히 먹음... 2차로 삼겹살까지 달려달려... (근데 안 살 가능성 높음) 추석에 찾아온 귀요미 하씌 애들 미모 폭룡적... 컴백만 하면 돼 이제... 아 근데 이미 늦어지고 있는 마당이니...,"Me, Myself & I",2023.09.30.
열댓 번을 되새기는 주문,(아이사언니를 폭룡적으로 막 찍어버림…. 아름답다…) 스테이씨 끝나자마자? 바아로 기숙사 복귀 나 오늘 한끼도 못 먹었어!!!! 파스타 스껄 근데.. 너무 느끼해서 많이 못 먹었어요 힝 학교에 신기루옴(왜갑자기연예인들이이리올까?) 그리고 과제한다고 동기랑 만나서 영화봄...,Spxxngluv,2023.09.30.
[앨범스크랩] 엔시티 도재정 Perfume 포토북 버전 / 재현,하고 바로 결정 때림 그 사진은 아 진짜 너무 폭룡적이라 이건 꼭 넣어야 함. 이게 센터다. 막이래 아 진짜 잘생겼다..... 오른쪽 재현이 몸이 너무 많이 잘림.... 위치 잡았을 때 저 정도 아니었는데 잘라보니 저렇게 됐다....악!!! 보면 볼수록 아쉽네.. 그래도 나머지는 다 맘에...,Nak,2023.09.30.
おれわ...だれだ,미견 찰리 다 커서 서울에 사업 차리고 효도하네 나도 나중에 강아지 키우면 초코로 짓고 해빈이랑 찰리의 초콜릿 공장으로 할 거임 이런 미친 오타쿠야 그와중에 메구미 너무 폭룡적이시어라 ;; I LOVE YOU... 그리고 용용선생 갓떠염 둘 다 가 보고 싶엇는데 원래 가려고 했던...,일상을 사랑하는 모든 사람에게,2023.09.30.
아오의 9월,이름이 너무 폭룡적이고 너무 맛있어 보이지 않나요? 진짜 먹고 싶었는데 저의 목적은 이 친구들이 아니라 사지 않았습니다. 지금은 살짝 후회 중... 소금빵과 피스타치오 크림 크로아상을 샀습니다. 피스타치오 크림 크로아상은 가격이 조금 사악하긴 한데 크림도 잔뜩에...,AOP,2023.09.30.
밥은 먹고 다녀,"호감도+1 그레이씨 용안 짅짜 근사하네요 키라도 작아서 다행입니다 비가 사랑한 남자 크러쉬 등장하자마자 폭룡적으로 비가 옴 .. 실제로 ""그 짤"" 2023ver 해줌 ㅋㅋㅋ 비 쫄딱 맞고 오빠네로 아부지 생신케이크 불러감 이정도면 공양미 삼백석 심청이 저리가라 효녀임...",낭만배,2023.09.30.
Serendipity,폭력적입니다 폭룡적 귀여움 떨리는 마음으로 참가한 교내 토론대회 압살하심 우승을 해버렸거든요 꽤 빡센 하루였네... 비 오는 날에 집콕 힐링하자며 가족과 함께 뽀로로 극장판 시청 ... 재밌다 이 날 설교 말씀이 너무 좋았다 • • • 이모 짱 이게 바로 금융치료...,daystar,2023.09.30.
૮꒰ིྀ˶꜆´ ˘ `꜀˶꒱ིྀა,엄마아빠랑 술 사고 진짜 딱 하나 응모했는데 당.첨 이제 이 캐리어는 제껍니다 고마워요 롯데주류 ♡ 할무니집 갈때 잠깐 휴게소 들려서 먹은 폭룡적인핫도그 ㄷ ㄷ 넘나링맛잇다 할무니집에서 해물파티 했음 바다에 발 담궜는데 별로 안차가워서 당황 브레디크 녹차...,君だけが知る静寂,2023.09.30.
더 깊이 빠져 죽어도 되니까 다시 한 번만 돌아와 줄래,폭룡적인 美しさ... 미친듯이 땅을 팜 이때 체력이 다 방전됨 또 바다를 봄 5년치 바다 다 봤다 글구 숙소 와서 고기멍 ㅋㅋ 아 또 먹고 싶당 그리고 히노끼탕을 춋나게 즐김 료칸 체크아웃 하구 나왔는디 방전으로 렌트한 차가 시동이 안 걸림 긴급 출동해서 방전됐다고...,yszn,2023.09.30.
10월,본가만 가면 폭룡적인 식사를 함 머리자름 이슈 레이어드 컷 이슈 본가만 가면 폭룡적인 식사를 함 2 요즘 사회생활 그냥 꺅두기 결혼식때문에 포항 가서 식 기다리면서 포항명물 봄 1인가구 큰맘먹고 두찜 부대찌개찜닭 시켜먹음 일단 양 개많음 근데 개비쌈 맛은 빨리 질림...,WHITE,2023.09.30.
너를 사랑하는 일로 행복을 찾아내,집….가자 다행히 폭룡적인 복숭아 젤라또 먹고 살아났어요 New !!!!!! 저희 집을 보여두립니다 …. 인테리어 끝났음 정말 정말 드디어 …. 서연 언니 만났다 ♥︎!! .. 언니 블로그 훔쳐옴 ♥︎ 여기저기 보이는 행복이 좋았어 .. 오는 길에 편의점에서 귀엽길래 사왔는데 절대...,0913,2023.09.30.
경고합니다 9월 일기 분량 조절 실패했습니다 저는 분명히 말했습니다,입에서 살살 녹더구만요 폭룡적 식사 끝내고 웬일로 남편이 먼저 디저트 먹고싶다길래 멜롱빙수 시켰당!! 근데 메론이 진짜 달고 부드럽고 맛있는거임;;; 서면에 인형뽑기 가게 생겼드라.. 드림브라이트 갖고 싶었는데 실물 진짜 이쁜듯 휴 사야겠네.. 스타벅스...,美少女生活,2023.09.30.
9월 미디어 결산,"너무 폭룡적이잖아요? 수염을 밀었으면 더 좋았을 텐데… 그러나 킵고잉해주시죠 얘기가 좀 다른 곳으로 세긴 하는데 이거 보고 데릴 매코맥에게 호감이 생기신 분들은 굿 럭 투 유, 리오 그랜드를 보시길 바랄게요 그게 찐입니다. 그리고 grace … 정말 이해 안 되는...",mi nanchi tanto,2023.09.30.
청춘이란 이유로 안아줘요,ㅋ) 안테나공듀님 미듀공주님 너무 폭룡적으로 아름다워서 인스타 와다닥 다운받음 ㅎ 미듀공쥬님 평생 아름다워라 ...♀️ 나는야... 너무 배고파서 이른 저녁 먹기 냠냠 요즘 구름이 폭룡적으로 아름다움 오랜만에 도미_노 피자 탈덕했지만 너무 소중한 곡들 .... 하.....,precious memories,2023.09.30.
여자아이에게 필요한 것: 1. 종강,진짜 폭룡적 귀엽다.. 나 죽으면 유니폼이랑 순장시켜달라고 할라고 ㅋ 위버딩 필사챌린지 참여완. 진짜 학교다니면서 내가 휴학동안 책을 너무 안읽어서 멍청해졌다는걸 느낌ㅋ..ㅋㅋ.... 덕분에 간만에 기존 책들 쫙 복습돌리고 전공 관련책 좀 봤다.. 요즘 관심있는...,-_-_♪,2023.09.30.
보고서 올립니다.,잘 끓임 폭룡적 미소시루. 이거 개맛있음 캬라멜맛 러스크 마크 민소매 볼 수만 있다면 평생 한여름도 좋으리 9월 25일 이 비빔밥 대체 언제 질릴까 9월 26일 통역 알바 하러 오사카 가요 진심 5시에 일어났는데 너무 가기 싫어서 눈 꼬옥 감고 그냥 이 세상과 이별하고 싶었음...,¥,2023.09.30.
바다가 보여,무슨 호떡을 이렇게 찍어놨지 폭룡적 스팸마요 어머 학교에 이런걸... 동생이 사다준 탕후루 아 폭식했네 아 폭룡적 요즘 거울셀카에 빠져서... ㅎㅎ 도핑 ㄴ 제 추구미네요. ㄴ??? ㄴ 누워있는거요^^ 시험기간에는 이런 이벤트가 있어야죠 ㅜ.ㅜ 맨날 자는거 찍어놔... 한때...,星になるよ,2023.09.30.
통학생의 사라진 4시간,어떤 여자 병문안 와서 뜨개질 커미션 맡기기 가을이라 하늘이 너무 예쁨 맥날 폭룡적 할인해서 다 사 옴 근데 내가 빅맥을 그닥 안 좋아해서 음 .... 새우 불고기 치킨은 좋은데 그냥 고기 패티는 별로임 기여운 해피캣들 다들 생기부 보길래 나도 봤는데 학원 다니느라...,2♡23,2023.09.30.
구월일쓰앙,‘희윤이’ 폭룡적 크루아상 먹방을 하는... ‘제영이’ 제여미랑 데이트 고양이 대잔치 열정 대잔치 건강은 하십시오 성식영씨도만남; 제영이를 족음더만이… 사랑하게 된 날이다~ 이거 나잔아 저는 NO담… 인데요 ㅎ ㅎ 다은이는 진로실 가는 길이 너무 힘들다고 한다.....,H,2023.09.30.
아껴주시고 성원해주시고 후원해주시고 격려해주 시고 보태주시고 밀어주시고 염려해주시고 근심해 주시고...,어은동에 위치한 [타코야끼 집] 진짜 폭룡적인 맛이니 제발 한 번만 드셔봐주세요...... 긱사사는당신네들。저희방으로와서같이먹어달라구요 9.5 저..테니스시작햇어요 근데 이거 왤케 어려운거임....? 제 근육이란 존재하지 않는 나약하기 그지없는 팔이 견디기엔 너무.....,우당탕탕,2023.09.30.
헤맨 만큼 내 땅이 된다,바프 찍는 것도 아닌데 하아 얘 우리 회사 씨씨티비로 날 보고 있나 이건 그냥 폭룡적으로 예쁜 디올한소희 그냥 주오남처럼 저 소희 씨를 사랑합니다 아이시떼루!! 외치고 그냥 가라앉고만 싶어요 시비 걸려서 삥 뜯겨도 좋아요... 전세사기 감당해 볼게 사기결혼 기꺼이...,Eunoia,2023.09.30.
9월,쥰나 비싸고 쥰나 맛있다 불마요들기름막국수(이름 ㅈㄴ 길다)라는 폭룡적인 음식 제조 정국선배님 정말 감사해요.. 사랑합니다... 꺅... ㅈㄴ 맛있겠네 아빠가 만들어 준 폭룡적인 육회와 육.비 와씨 또 먹고 싶음 뭐지 아마 치세 사물함에 커피 숨겨 놓고 몰래 빨아 먹다 찍은...,you-never-can-tell,2023.09.30.
하늘은 높고 내가 살찌는 계절,폭룡적 자태의 버팔로 윙&버팔로 봉 3. 딱히 내 취향은 아니던 김치낙지죽에 치즈추가 4. sexy 베이컨 5. 새로 들어온 소파에서 먹는 소고기 6. 곧 타코야끼 낳을 수 있을듯? 7. 우리동네 1등 빵집 술병 사진 재이니 블로그에서 훔쳐와뜸 다음에 꼭 찍는다 시험본다고 긴장했다...,福,2023.09.30.
230930,둘이 똑같은 거지만 그래도 호빵이 더 귀여워 아주 감성 넘치는 곳에서 폭룡적 식사 일본 다녀온 유정이가 준 초콜릿 근데 이거 ㅜㅜ… 놓고 왔다는 사실.. 그래도 현진이가 챙겨서 다행이다 흑 뀰。이라네요 딸기 완전 작다 -.- 다른 거 먹을 걸 그랬음 2차는 우동 먹으러 나...,★,2023.09.30.
시간이 매우 빠르게 흘러간다는 걸,컬러링 바꿈요!!!✌ 근데 난 33살 토비도 보고 싶어요 어떻게 안 될까요 괜찮으니까 해주세요 내가 보고 싶으니까 9/25 반지 먼저 잃어버리는쪽이 지는거야 나 이거 죽을때까지 할거야 마요네즈 왔어요 재연이는 케찹으로 가라 역시 스벅바리스타히 애들아 우리 너무 ...,love is never erased,2023.09.30.
캘리포니아산 아몬드 함량,폭룡적 . 담요 있었으면 폭풍수다 떨다가 그대로 잠들었을듯 뒤에 마이멜로디가 뭔가 나 쳐다보는 것처럼 찍히지 않았어? ㄷㄷ 옷고르는 취향이 정말 비슷한듯 미묘하게 다른듯 정말 비슷한 우리 ... 앞으로 서촌엔 정말 자주 오겠다 (이미자주오고있지만ㅎㅎ) 마제두부덮밥!!...,Amortentia,2023.09.30.
좁다란 길 향기를 채우는,폭룡적인 계란말이 자고로 계말에는 야채가 아무것도 안 들어가야 찐임 나는 초록색!!!! 2등 했더요 투수 지요 막이래~ (9/24) 감기랑 요시고 막차 탑승。 감상문 적기 귀찮음 재밌었다 끝~! 감기랑 시민공원에 피크닉~ 낭만있네요 이런 거 너무 좋다 . . . 아기들 노는 소리...,。,2023.09.30.
[일기] 케찹하고주스하고바빴던토마토의일주일,정말 열심히 공부했는데 어떤건 너무너무 어렵고 어떤건 너무너무 쉬워서 눈물날뻔 세븐틴이 나애 위로 폭룡적 외모 (이거 보고 정신줄 놓고 공부함) 9월 27일 수요일 마지막 시험날이 끝나고 .. (선생님 이번 영어 어렵다면서요 개가치 공부했는데 ..) 끝나서 너무너무 기쁘니...,어이쿠 !,2023.09.30.
개강아 죽도록 사랑해~~! 그럼 죽어!!!,귀여운 크림도 봤어요 ♥︎ 서현이랑 소은이랑 먹은 개.폭룡적으로 맛있는 피자 화요일 날 1교시에 혼자 북한학을 듣는데요... 저는 학교에 엄청 일찍 오는 편이라 심심해서 식물과학관 1층에 있는 식물원 같은 곳 구경함 좋앗어요 그러고선 집 가서 마라탕 무것음. 와구와구...,야옹,2023.09.30.
가을에는유주생각많이하기,사실 할머니댁이 안멈 외가는 20분거리고차타고 친가는 차타고 30~40분? 좃타 요즘유행하는질문도해봄 시집안보낸다고하시네여 고양이두 봣는디 배까서놀람 허허 사촌동생^ 틱톡필터가사기인이유 모두즐거운한가위보내세요 블로그끝 한달이생각보다으로 기네요,뽀ㄷН 공주 ⊂ト○løł己l,2023.09.30.
없어지고 나서야 깨닫는 소중함,너무 폭룡적이다 이 여성의 미래가 너무 기대돼요 금요일은 ~~ ? 푸 영상 올라오는 날 사랑해 바오패밀리 9/2 집에서 진짜 짐승 수준으로 잠 눈떠서 읽은 사카모토 데이즈 일단 나구모 군 ? 마음에 들어요 9/3 선풍기 자살사건 저도 퐝당시러움 엄마랑 나들이 근데 샤브샤브...,Summertime Blues,2023.09.30.
수없이 반복되는 오르내림이,폭룡적인 계란말이 자고로 계말에는 야채가 아무것도 안 들어가야 찐임 나는 초록색!!!! 2등 했더요 투수 지요 막이래~ (9/24) 감기랑 요시고 막차 탑승。 감상문 적기 너무 귀찮다 ^.^ 나중에 수정할란다요 . . . 감기랑 시민공원에 피크닉~ 낭만있네요 이런 거 너무 좋다...,신개념 미디어 대여 전문점,2023.09.30.
