연/월,"""2번남""_빈도수",연/월,"""G.O.A.T""_빈도수",연/월,"""h워얼v""_빈도수",연/월,"""가심비""_빈도수",연/월,"""갸루피스""_빈도수",연/월,"""관짝밈""_빈도수",연/월,"""국룰""_빈도수",연/월,"""국힙원탑""_빈도수",연/월,"""귀요미""_빈도수",연/월,"""기모띠""_빈도수",연/월,"""꿀잼""_빈도수",연/월,"""나비보벳따우""_빈도수",연/월,"""나심비""_빈도수",연/월,"""낮져밤이""_빈도수",연/월,"""너또다""_빈도수",연/월,"""당모치""_빈도수",연/월,"""대환장파티""_빈도수",연/월,"""덕밍아웃""_빈도수",연/월,"""등골 브레이커""_빈도수",연/월,"""떼껄룩""_빈도수",연/월,"""똥꼬충""_빈도수",연/월,"""라떼는 말이야""_빈도수",연/월,"""레알""_빈도수",연/월,"""맘충""_빈도수",연/월,"""머선129""_빈도수",연/월,"""명존쎄""_빈도수",연/월,"""모히또에서 몰디브""_빈도수",연/월,"""몰?루""_빈도수",연/월,"""무야호""_빈도수",연/월,"""박박나나짜짜""_빈도수",연/월,"""복세편살""_빈도수",연/월,"""설참""_빈도수",연/월,"""쉽살재빙""_빈도수",연/월,"""실화냐""_빈도수",연/월,"""씹선비""_빈도수",연/월,"""오저치고""_빈도수",연/월,"""오팬무""_빈도수",연/월,"""제당슈만""_빈도수",연/월,"""존버""_빈도수",연/월,"""취존""_빈도수",연/월,"""킹받""_빈도수",연/월,"""탈룰라""_빈도수",연/월,"""투머치토커""_빈도수",연/월,"""티엠아이""_빈도수",연/월,"""하입보이요""_빈도수",연/월,"""합격목걸이""_빈도수",연/월,"""햄최몇""_빈도수",연/월,"""행복회로""_빈도수",연/월,"""행쇼""_빈도수",연/월,"""헬창""_빈도수"
,,Jul-12,150,,,,,,,,,Nov-20,150,,,Dec-15,150,Nov-21,112,Apr-19,150,,,,,Apr-21,97,,,,,,,Feb-21,130,Jan-20,135,Apr-23,150,,,,,Jun-11,150,Aug-23,150,,,Aug-22,81,,,,,,,,,Jan-23,150,,,,,Jun-21,150,May-20,96,,,,,,,Jul-19,150,Feb-19,150,,,Sep-20,150,,,,,,,,,Sep-23,128,,,Sep-15,150,May-23,150
,,Aug-12,150,,,,,,,,,Dec-20,150,,,Jan-16,150,Dec-21,122,May-19,150,,,,,May-21,98,,,,,,,Mar-21,134,Feb-20,110,May-23,150,,,,,Jul-11,150,Sep-23,150,,,Sep-22,58,,,,,,,,,Feb-23,150,,,,,Jul-21,150,Jun-20,106,,,,,,,Aug-19,150,Mar-19,146,,,Oct-20,150,,,,,,,,,Oct-23,127,,,Oct-15,150,Jun-23,150
,,Sep-12,150,,,,,,,,,Jan-21,150,,,Feb-16,150,Jan-22,114,Jun-19,150,,,,,Jun-21,77,,,,,,,Apr-21,119,Mar-20,145,Jun-23,150,,,,,Aug-11,150,Oct-23,150,,,Oct-22,46,,,,,,,,,Mar-23,148,,,,,Aug-21,150,Jul-20,102,,,,,,,Sep-19,150,Apr-19,150,,,Nov-20,150,,,,,,,,,Nov-23,115,,,Nov-15,150,Jul-23,150
,,Oct-12,150,,,,,,,,,Feb-21,150,,,Mar-16,150,Feb-22,142,Jul-19,150,,,,,Jul-21,82,,,,,,,May-21,146,Apr-20,150,Jul-23,150,,,,,Sep-11,150,Nov-23,150,,,Nov-22,54,,,,,,,,,Apr-23,150,,,,,Sep-21,150,Aug-20,94,,,,,,,Oct-19,150,May-19,150,,,Dec-20,150,,,,,,,,,,,,,Dec-15,150,Aug-23,150
,,Nov-12,150,,,,,,,,,Mar-21,150,,,Apr-16,150,Mar-22,145,Aug-19,150,,,,,Aug-21,109,,,,,,,Jun-21,133,May-20,120,Aug-23,150,,,,,Oct-11,150,,,,,Dec-22,43,,,,,,,,,May-23,150,,,,,Oct-21,150,Sep-20,86,,,,,,,Nov-19,150,Jun-19,150,,,Jan-21,150,,,,,,,,,,,,,Jan-16,150,Sep-23,150
,,Dec-12,150,,,,,,,,,Apr-21,150,,,May-16,150,Apr-22,128,Sep-19,150,,,,,Sep-21,108,,,,,,,Jul-21,144,Jun-20,91,Sep-23,150,,,,,Nov-11,150,,,,,Jan-23,49,,,,,,,,,Jun-23,148,,,,,Nov-21,150,Oct-20,94,,,,,,,Dec-19,150,Jul-19,150,,,Feb-21,150,,,,,,,,,,,,,Feb-16,150,Oct-23,150
,,Jan-13,150,,,,,,,,,May-21,150,,,Jun-16,150,May-22,113,Oct-19,150,,,,,Oct-21,75,,,,,,,Aug-21,141,Jul-20,97,Oct-23,147,,,,,Dec-11,150,,,,,Feb-23,43,,,,,,,,,Jul-23,134,,,,,Dec-21,150,Nov-20,92,,,,,,,Jan-20,150,Aug-19,150,,,Mar-21,150,,,,,,,,,,,,,Mar-16,150,Nov-23,150
,,Feb-13,150,,,,,,,,,Jun-21,150,,,Jul-16,150,Jun-22,126,Nov-19,150,,,,,Nov-21,98,,,,,,,Sep-21,135,Aug-20,116,Nov-23,146,,,,,Jan-12,150,,,,,Mar-23,47,,,,,,,,,Aug-23,139,,,,,Jan-22,150,Dec-20,90,,,,,,,Feb-20,150,Sep-19,150,,,Apr-21,150,,,,,,,,,,,,,Apr-16,150,,
,,Mar-13,150,,,,,,,,,Jul-21,150,,,Aug-16,150,Jul-22,140,Dec-19,150,,,,,Dec-21,109,,,,,,,Oct-21,109,Sep-20,123,,,,,,,Feb-12,150,,,,,Apr-23,54,,,,,,,,,Sep-23,150,,,,,Feb-22,150,Jan-21,101,,,,,,,Mar-20,150,Oct-19,150,,,May-21,150,,,,,,,,,,,,,May-16,150,,
,,Apr-13,150,,,,,,,,,Aug-21,150,,,Sep-16,150,Aug-22,134,Jan-20,150,,,,,Jan-22,135,,,,,,,Nov-21,131,Oct-20,141,,,,,,,Mar-12,150,,,,,May-23,40,,,,,,,,,Oct-23,150,,,,,Mar-22,150,Feb-21,92,,,,,,,Apr-20,150,Nov-19,150,,,Jun-21,150,,,,,,,,,,,,,Jun-16,150,,
,,May-13,150,,,,,,,,,Sep-21,150,,,Oct-16,150,Sep-22,145,Feb-20,150,,,,,Feb-22,122,,,,,,,Dec-21,132,Nov-20,150,,,,,,,Apr-12,150,,,,,Jun-23,45,,,,,,,,,Nov-23,150,,,,,Apr-22,150,Mar-21,83,,,,,,,May-20,150,Dec-19,150,,,Jul-21,150,,,,,,,,,,,,,Jul-16,150,,
,,Jun-13,150,,,,,,,,,Oct-21,150,,,Nov-16,150,Oct-22,149,Mar-20,150,,,,,Mar-22,102,,,,,,,Jan-22,132,Dec-20,138,,,,,,,May-12,150,,,,,Jul-23,44,,,,,,,,,,,,,,,May-22,150,Apr-21,85,,,,,,,Jun-20,150,Jan-20,150,,,Aug-21,150,,,,,,,,,,,,,Aug-16,150,,
,,Jul-13,150,,,,,,,,,Nov-21,150,,,Dec-16,150,Nov-22,150,Apr-20,150,,,,,Apr-22,90,,,,,,,Feb-22,111,Jan-21,150,,,,,,,Jun-12,150,,,,,Aug-23,38,,,,,,,,,,,,,,,Jun-22,150,May-21,94,,,,,,,Jul-20,150,Feb-20,150,,,Sep-21,150,,,,,,,,,,,,,Sep-16,150,,
,,Aug-13,150,,,,,,,,,Dec-21,150,,,Jan-17,150,Dec-22,150,May-20,150,,,,,May-22,111,,,,,,,Mar-22,141,Feb-21,147,,,,,,,Jul-12,150,,,,,Sep-23,42,,,,,,,,,,,,,,,Jul-22,150,Jun-21,89,,,,,,,Aug-20,150,Mar-20,150,,,Oct-21,150,,,,,,,,,,,,,Oct-16,150,,
,,Sep-13,150,,,,,,,,,Jan-22,150,,,Feb-17,150,Jan-23,150,Jun-20,150,,,,,Jun-22,82,,,,,,,Apr-22,146,Mar-21,132,,,,,,,Aug-12,150,,,,,Oct-23,49,,,,,,,,,,,,,,,Aug-22,150,Jul-21,87,,,,,,,Sep-20,150,Apr-20,150,,,Nov-21,150,,,,,,,,,,,,,Nov-16,150,,
,,Oct-13,150,,,,,,,,,Feb-22,150,,,Mar-17,150,Feb-23,150,Jul-20,150,,,,,Jul-22,97,,,,,,,May-22,144,Apr-21,133,,,,,,,Sep-12,150,,,,,Nov-23,31,,,,,,,,,,,,,,,Sep-22,150,Aug-21,86,,,,,,,Oct-20,150,May-20,150,,,Dec-21,150,,,,,,,,,,,,,Dec-16,150,,
,,Nov-13,150,,,,,,,,,Mar-22,150,,,Apr-17,150,Mar-23,150,Aug-20,150,,,,,Aug-22,91,,,,,,,Jun-22,134,May-21,150,,,,,,,Oct-12,150,,,,,,,,,,,,,,,,,,,,,Oct-22,150,Sep-21,83,,,,,,,Nov-20,150,Jun-20,150,,,Jan-22,150,,,,,,,,,,,,,Jan-17,150,,
,,Dec-13,150,,,,,,,,,Apr-22,150,,,May-17,150,Apr-23,150,Sep-20,150,,,,,Sep-22,114,,,,,,,Jul-22,133,Jun-21,135,,,,,,,Nov-12,150,,,,,,,,,,,,,,,,,,,,,Nov-22,150,Oct-21,81,,,,,,,Dec-20,150,Jul-20,150,,,Feb-22,150,,,,,,,,,,,,,Feb-17,150,,
,,Jan-14,150,,,,,,,,,May-22,150,,,Jun-17,150,May-23,150,Oct-20,150,,,,,Oct-22,90,,,,,,,Aug-22,122,Jul-21,148,,,,,,,Dec-12,150,,,,,,,,,,,,,,,,,,,,,Dec-22,150,Nov-21,76,,,,,,,Jan-21,150,Aug-20,150,,,Mar-22,150,,,,,,,,,,,,,Mar-17,150,,
,,Feb-14,150,,,,,,,,,Jun-22,150,,,Jul-17,150,Jun-23,150,Nov-20,150,,,,,Nov-22,86,,,,,,,Sep-22,116,Aug-21,149,,,,,,,Jan-13,150,,,,,,,,,,,,,,,,,,,,,Jan-23,150,Dec-21,84,,,,,,,Feb-21,150,Sep-20,150,,,Apr-22,150,,,,,,,,,,,,,Apr-17,150,,
,,Mar-14,150,,,,,,,,,Jul-22,150,,,Aug-17,150,Jul-23,150,Dec-20,150,,,,,Dec-22,70,,,,,,,Oct-22,131,Sep-21,145,,,,,,,Feb-13,150,,,,,,,,,,,,,,,,,,,,,Feb-23,150,Jan-22,79,,,,,,,Mar-21,150,Oct-20,150,,,May-22,150,,,,,,,,,,,,,May-17,150,,
,,Apr-14,150,,,,,,,,,Aug-22,150,,,Sep-17,150,Aug-23,150,Jan-21,150,,,,,Jan-23,110,,,,,,,Nov-22,105,Oct-21,134,,,,,,,Mar-13,150,,,,,,,,,,,,,,,,,,,,,Mar-23,150,Feb-22,101,,,,,,,Apr-21,150,Nov-20,150,,,Jun-22,150,,,,,,,,,,,,,Jun-17,150,,
,,May-14,150,,,,,,,,,Sep-22,150,,,Oct-17,150,Sep-23,150,Feb-21,150,,,,,Feb-23,98,,,,,,,Dec-22,105,Nov-21,150,,,,,,,Apr-13,150,,,,,,,,,,,,,,,,,,,,,Apr-23,150,Mar-22,102,,,,,,,May-21,150,Dec-20,150,,,Jul-22,150,,,,,,,,,,,,,Jul-17,150,,
,,Jun-14,150,,,,,,,,,Oct-22,150,,,Nov-17,150,Oct-23,150,Mar-21,150,,,,,Mar-23,114,,,,,,,Jan-23,118,Dec-21,150,,,,,,,May-13,150,,,,,,,,,,,,,,,,,,,,,May-23,150,Apr-22,88,,,,,,,Jun-21,150,Jan-21,150,,,Aug-22,150,,,,,,,,,,,,,Aug-17,150,,
,,Jul-14,150,,,,,,,,,Nov-22,150,,,Dec-17,150,Nov-23,150,Apr-21,150,,,,,Apr-23,101,,,,,,,Feb-23,112,Jan-22,150,,,,,,,Jun-13,150,,,,,,,,,,,,,,,,,,,,,Jun-23,150,May-22,92,,,,,,,Jul-21,150,Feb-21,150,,,Sep-22,150,,,,,,,,,,,,,Sep-17,150,,
,,Aug-14,150,,,,,,,,,Dec-22,150,,,Jan-18,150,,,May-21,150,,,,,May-23,109,,,,,,,Mar-23,117,Feb-22,150,,,,,,,Jul-13,150,,,,,,,,,,,,,,,,,,,,,Jul-23,150,Jun-22,102,,,,,,,Aug-21,150,Mar-21,150,,,Oct-22,150,,,,,,,,,,,,,Oct-17,150,,
,,Sep-14,150,,,,,,,,,Jan-23,150,,,Feb-18,150,,,Jun-21,150,,,,,Jun-23,111,,,,,,,Apr-23,127,Mar-22,150,,,,,,,Aug-13,150,,,,,,,,,,,,,,,,,,,,,Aug-23,150,Jul-22,106,,,,,,,Sep-21,150,Apr-21,150,,,Nov-22,150,,,,,,,,,,,,,Nov-17,150,,
,,Oct-14,150,,,,,,,,,Feb-23,150,,,Mar-18,150,,,Jul-21,150,,,,,Jul-23,115,,,,,,,May-23,117,Apr-22,145,,,,,,,Sep-13,150,,,,,,,,,,,,,,,,,,,,,Sep-23,150,Aug-22,106,,,,,,,Oct-21,150,May-21,150,,,Dec-22,150,,,,,,,,,,,,,Dec-17,150,,
,,Nov-14,150,,,,,,,,,Mar-23,150,,,Apr-18,150,,,Aug-21,150,,,,,Aug-23,94,,,,,,,Jun-23,128,May-22,145,,,,,,,Oct-13,150,,,,,,,,,,,,,,,,,,,,,Oct-23,150,Sep-22,113,,,,,,,Nov-21,150,Jun-21,150,,,Jan-23,150,,,,,,,,,,,,,Jan-18,150,,
,,Dec-14,150,,,,,,,,,Apr-23,150,,,May-18,150,,,Sep-21,150,,,,,Sep-23,117,,,,,,,Jul-23,116,Jun-22,139,,,,,,,Nov-13,150,,,,,,,,,,,,,,,,,,,,,Nov-23,150,Oct-22,98,,,,,,,Dec-21,150,Jul-21,150,,,Feb-23,150,,,,,,,,,,,,,Feb-18,150,,
,,Jan-15,150,,,,,,,,,May-23,150,,,Jun-18,150,,,Oct-21,150,,,,,Oct-23,125,,,,,,,Aug-23,132,Jul-22,144,,,,,,,Dec-13,150,,,,,,,,,,,,,,,,,,,,,,,Nov-22,111,,,,,,,Jan-22,150,Aug-21,150,,,Mar-23,150,,,,,,,,,,,,,Mar-18,150,,
,,Feb-15,150,,,,,,,,,Jun-23,150,,,Jul-18,150,,,Nov-21,150,,,,,Nov-23,79,,,,,,,Sep-23,110,Aug-22,130,,,,,,,Jan-14,150,,,,,,,,,,,,,,,,,,,,,,,Dec-22,97,,,,,,,Feb-22,150,Sep-21,150,,,Apr-23,150,,,,,,,,,,,,,Apr-18,150,,
,,Mar-15,150,,,,,,,,,Jul-23,150,,,Aug-18,150,,,Dec-21,150,,,,,,,,,,,,,Oct-23,97,Sep-22,142,,,,,,,Feb-14,150,,,,,,,,,,,,,,,,,,,,,,,Jan-23,92,,,,,,,Mar-22,150,Oct-21,150,,,May-23,150,,,,,,,,,,,,,May-18,150,,
,,Apr-15,150,,,,,,,,,Aug-23,150,,,Sep-18,150,,,Jan-22,150,,,,,,,,,,,,,Nov-23,91,Oct-22,146,,,,,,,Mar-14,150,,,,,,,,,,,,,,,,,,,,,,,Feb-23,91,,,,,,,Apr-22,150,Nov-21,150,,,Jun-23,150,,,,,,,,,,,,,Jun-18,150,,
,,May-15,150,,,,,,,,,Sep-23,150,,,Oct-18,150,,,Feb-22,150,,,,,,,,,,,,,,,Nov-22,150,,,,,,,Apr-14,150,,,,,,,,,,,,,,,,,,,,,,,Mar-23,108,,,,,,,May-22,150,Dec-21,150,,,Jul-23,150,,,,,,,,,,,,,Jul-18,150,,
,,Jun-15,150,,,,,,,,,Oct-23,150,,,Nov-18,150,,,Mar-22,150,,,,,,,,,,,,,,,Dec-22,150,,,,,,,May-14,150,,,,,,,,,,,,,,,,,,,,,,,Apr-23,97,,,,,,,Jun-22,150,Jan-22,150,,,Aug-23,150,,,,,,,,,,,,,Aug-18,150,,
,,Jul-15,150,,,,,,,,,Nov-23,150,,,Dec-18,150,,,Apr-22,150,,,,,,,,,,,,,,,Jan-23,150,,,,,,,Jun-14,150,,,,,,,,,,,,,,,,,,,,,,,May-23,133,,,,,,,Jul-22,150,Feb-22,150,,,Sep-23,150,,,,,,,,,,,,,Sep-18,150,,
,,Aug-15,150,,,,,,,,,,,,,Jan-19,150,,,May-22,150,,,,,,,,,,,,,,,Feb-23,145,,,,,,,Jul-14,150,,,,,,,,,,,,,,,,,,,,,,,Jun-23,105,,,,,,,Aug-22,150,Mar-22,150,,,Oct-23,150,,,,,,,,,,,,,Oct-18,150,,
,,Sep-15,150,,,,,,,,,,,,,Feb-19,150,,,Jun-22,150,,,,,,,,,,,,,,,Mar-23,146,,,,,,,Aug-14,150,,,,,,,,,,,,,,,,,,,,,,,Jul-23,101,,,,,,,Sep-22,150,Apr-22,150,,,Nov-23,150,,,,,,,,,,,,,Nov-18,150,,
,,Oct-15,150,,,,,,,,,,,,,Mar-19,150,,,Jul-22,150,,,,,,,,,,,,,,,Apr-23,140,,,,,,,Sep-14,150,,,,,,,,,,,,,,,,,,,,,,,Aug-23,116,,,,,,,Oct-22,150,May-22,150,,,,,,,,,,,,,,,,,Dec-18,150,,
,,Nov-15,150,,,,,,,,,,,,,Apr-19,150,,,Aug-22,150,,,,,,,,,,,,,,,May-23,150,,,,,,,Oct-14,150,,,,,,,,,,,,,,,,,,,,,,,Sep-23,118,,,,,,,Nov-22,150,Jun-22,150,,,,,,,,,,,,,,,,,Jan-19,150,,
,,Dec-15,150,,,,,,,,,,,,,May-19,150,,,Sep-22,150,,,,,,,,,,,,,,,Jun-23,147,,,,,,,Nov-14,150,,,,,,,,,,,,,,,,,,,,,,,Oct-23,101,,,,,,,Dec-22,150,Jul-22,150,,,,,,,,,,,,,,,,,Feb-19,150,,
,,Jan-16,150,,,,,,,,,,,,,Jun-19,150,,,Oct-22,150,,,,,,,,,,,,,,,Jul-23,150,,,,,,,Dec-14,150,,,,,,,,,,,,,,,,,,,,,,,Nov-23,84,,,,,,,Jan-23,150,Aug-22,150,,,,,,,,,,,,,,,,,Mar-19,150,,
,,Feb-16,150,,,,,,,,,,,,,Jul-19,150,,,Nov-22,150,,,,,,,,,,,,,,,Aug-23,150,,,,,,,Jan-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-23,150,Sep-22,150,,,,,,,,,,,,,,,,,Apr-19,150,,
,,Mar-16,150,,,,,,,,,,,,,Aug-19,150,,,Dec-22,150,,,,,,,,,,,,,,,Sep-23,150,,,,,,,Feb-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-23,150,Oct-22,150,,,,,,,,,,,,,,,,,May-19,150,,
,,Apr-16,150,,,,,,,,,,,,,Sep-19,150,,,Jan-23,150,,,,,,,,,,,,,,,Oct-23,150,,,,,,,Mar-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-23,150,Nov-22,150,,,,,,,,,,,,,,,,,Jun-19,150,,
,,May-16,150,,,,,,,,,,,,,Oct-19,150,,,Feb-23,150,,,,,,,,,,,,,,,Nov-23,150,,,,,,,Apr-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May-23,150,Dec-22,150,,,,,,,,,,,,,,,,,Jul-19,150,,
,,Jun-16,150,,,,,,,,,,,,,Nov-19,150,,,Mar-23,150,,,,,,,,,,,,,,,,,,,,,,,May-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-23,150,Jan-23,150,,,,,,,,,,,,,,,,,Aug-19,150,,
,,Jul-16,150,,,,,,,,,,,,,Dec-19,150,,,Apr-23,150,,,,,,,,,,,,,,,,,,,,,,,Jun-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-23,150,Feb-23,150,,,,,,,,,,,,,,,,,Sep-19,150,,
,,Aug-16,150,,,,,,,,,,,,,Jan-20,150,,,May-23,150,,,,,,,,,,,,,,,,,,,,,,,Jul-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-23,150,Mar-23,150,,,,,,,,,,,,,,,,,Oct-19,150,,
,,Sep-16,150,,,,,,,,,,,,,Feb-20,150,,,Jun-23,150,,,,,,,,,,,,,,,,,,,,,,,Aug-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-23,150,Apr-23,150,,,,,,,,,,,,,,,,,Nov-19,150,,
,,Oct-16,150,,,,,,,,,,,,,Mar-20,150,,,Jul-23,150,,,,,,,,,,,,,,,,,,,,,,,Sep-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-23,150,May-23,150,,,,,,,,,,,,,,,,,Dec-19,150,,
,,Nov-16,150,,,,,,,,,,,,,Apr-20,150,,,Aug-23,150,,,,,,,,,,,,,,,,,,,,,,,Oct-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-23,150,Jun-23,150,,,,,,,,,,,,,,,,,Jan-20,150,,
,,Dec-16,150,,,,,,,,,,,,,May-20,150,,,Sep-23,150,,,,,,,,,,,,,,,,,,,,,,,Nov-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-23,150,,,,,,,,,,,,,,,,,Feb-20,150,,
,,Jan-17,150,,,,,,,,,,,,,Jun-20,150,,,Oct-23,150,,,,,,,,,,,,,,,,,,,,,,,Dec-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-23,150,,,,,,,,,,,,,,,,,Mar-20,150,,
,,Feb-17,150,,,,,,,,,,,,,Jul-20,150,,,Nov-23,150,,,,,,,,,,,,,,,,,,,,,,,Jan-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-23,150,,,,,,,,,,,,,,,,,Apr-20,150,,
,,Mar-17,150,,,,,,,,,,,,,Aug-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-23,150,,,,,,,,,,,,,,,,,May-20,150,,
,,Apr-17,150,,,,,,,,,,,,,Sep-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-23,150,,,,,,,,,,,,,,,,,Jun-20,150,,
,,May-17,150,,,,,,,,,,,,,Oct-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-20,150,,
,,Jun-17,150,,,,,,,,,,,,,Nov-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,May-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-20,150,,
,,Jul-17,150,,,,,,,,,,,,,Dec-20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-20,150,,
,,Aug-17,150,,,,,,,,,,,,,Jan-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-20,150,,
,,Sep-17,150,,,,,,,,,,,,,Feb-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-20,150,,
,,Oct-17,150,,,,,,,,,,,,,Mar-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-20,150,,
,,Nov-17,150,,,,,,,,,,,,,Apr-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-21,150,,
,,Dec-17,150,,,,,,,,,,,,,May-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-21,150,,
,,Jan-18,150,,,,,,,,,,,,,Jun-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-21,150,,
,,Feb-18,150,,,,,,,,,,,,,Jul-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-21,150,,
,,Mar-18,150,,,,,,,,,,,,,Aug-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May-21,150,,
,,Apr-18,150,,,,,,,,,,,,,Sep-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-21,150,,
,,May-18,150,,,,,,,,,,,,,Oct-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-21,150,,
,,Jun-18,150,,,,,,,,,,,,,Nov-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,May-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-21,150,,
,,Jul-18,150,,,,,,,,,,,,,Dec-21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-21,150,,
,,Aug-18,150,,,,,,,,,,,,,Jan-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-21,150,,
,,Sep-18,150,,,,,,,,,,,,,Feb-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-21,150,,
,,Oct-18,150,,,,,,,,,,,,,Mar-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-21,150,,
,,Nov-18,150,,,,,,,,,,,,,Apr-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-22,150,,
,,Dec-18,150,,,,,,,,,,,,,May-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-22,150,,
,,Jan-19,150,,,,,,,,,,,,,Jun-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-22,150,,
,,Feb-19,150,,,,,,,,,,,,,Jul-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr-22,150,,
,,Mar-19,150,,,,,,,,,,,,,Aug-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May-22,150,,
,,Apr-19,150,,,,,,,,,,,,,Sep-22,150,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar-18,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun-22,150,,
